location,skill,mentions
"Pune, Bengaluru, Mumbai (All Areas)",SQL,1
"Pune, Bengaluru, Mumbai (All Areas)",Python,1
"Pune, Bengaluru, Mumbai (All Areas)",Data Visualization,1
"Pune, Chennai",Python,1
"Pune, Chennai",Regression,1
"Pune, Chennai",SQL,1
"Pune, Chennai",CI/CD,1
"Pune, Chennai, Bengaluru",Python,2
"Pune, Chennai, Bengaluru",SQL,2
"Pune, Chennai, Bengaluru",Git,2
"Pune, Chennai, Bengaluru",Azure,2
"Pune, Chennai, Bengaluru",Power BI,1
"Pune, Chennai, Bengaluru",Bash,1
"Pune, Chennai, Bengaluru",Model Evaluation,1
"Pune, Chennai, Bengaluru",Agile,1
"Pune, Chennai, Bengaluru",Feature Engineering,1
"Pune, Chennai, Bengaluru",Databricks,1
"Pune, Chennai, Delhi / Ncr",Kafka,1
"Pune, Chennai, Delhi / Ncr",Kubernetes,1
"Pune, Chennai, Delhi / Ncr",GCP,1
"Pune, Chennai, Delhi / Ncr",Java,1
"Pune, Gurugram, Bengaluru",Machine Learning,1
"Pune, Gurugram, Bengaluru",Python,1
"Pune, Gurugram, Bengaluru",Statistics,1
"Pune, Gurugram, Bengaluru",SQL,1
"Pune, Maharashtra",Machine Learning,3
"Pune, Maharashtra",Natural Language Processing,3
"Pune, Maharashtra",Python,1
"Pune, Maharashtra",Named Entity Recognition,1
"Pune, Sonipat",Statistics,1
"Pune, Sonipat",Probability,1
"Pune, Sonipat",Python,1
Raichur,Java,1
Raichur,Kafka,1
Raichur,AWS,1
Raichur,Kubernetes,1
Raichur,GCP,1
Raichur,Docker,1
Raichur,APIs,1
Raichur,CI/CD,1
Raichur,Azure,1
Ramanagara,Docker,1
Ramanagara,Java,1
Ramanagara,AWS,1
Ramanagara,Kubernetes,1
Ramanagara,GCP,1
Ramanagara,Kafka,1
Ramanagara,Azure,1
Ramanagara,CI/CD,1
Ramanagara,APIs,1
Remote,Python,27
Remote,SQL,18
Remote,APIs,16
Remote,AWS,12
Remote,Machine Learning,10
Remote,Azure,10
Remote,Java,10
Remote,ETL,8
Remote,Kubernetes,8
Remote,PostgreSQL,7
Remote India,Labor Market Analytics,41
Remote India,Business Recommendations,41
Remote India,Future of Work,41
Remote India,Stakeholder Communication,41
Remote India,Python,31
Remote India,Data Visualization,30
Remote India,SQL,27
Remote India,LLM,27
Remote India,APIs,26
Remote India,Econometrics,23
Shimoga,Java,2
Shimoga,Azure,1
Shimoga,GCP,1
Shimoga,SQL,1
Shimoga,Git,1
Shimoga,APIs,1
Shimoga,Docker,1
Shimoga,AWS,1
Shimoga,CI/CD,1
Shimoga,Kafka,1
Sirhind Fatehgarh Sahib,Statistics,1
Sirhind Fatehgarh Sahib,Excel,1
Sirhind Fatehgarh Sahib,SQL,1
"Srinagar, Mumbai (All Areas)",Git,1
"Srinagar, Mumbai (All Areas)",SQL,1
Surat,LlamaIndex,1
Surat,LangChain,1
Surat,Databricks,1
Surat,AWS,1
Surat,Machine Learning,1
Surat(Kosamba),Spark,1
Thane,SQL,4
Thane,APIs,2
Thane,Linux,1
Thane,Azure,1
Thane,AWS,1
Thane,Java,1
"Thane, Bhiwandi, Navi Mumbai",Excel,1
"Thane, Bhiwandi, Navi Mumbai",Python,1
"Thane, Bhiwandi, Navi Mumbai",SQL,1
"Thane, Bhiwandi, Navi Mumbai",Data Visualization,1
"Thane, Bhiwandi, Navi Mumbai",MySQL,1
"Thane, Bhiwandi, Navi Mumbai",Power BI,1
"Thane, Bhiwandi, Navi Mumbai",Linux,1
"Thane, Navi Mumbai",Power BI,1
"Thane, Navi Mumbai, Mumbai (All Areas)",SQL,2
"Thane, Navi Mumbai, Mumbai (All Areas)",AWS,1
"Thane, Navi Mumbai, Mumbai (All Areas)",GCP,1
"Thane, Navi Mumbai, Mumbai (All Areas)",Git,1
"Thane, Navi Mumbai, Mumbai (All Areas)",Linux,1
"Thane, Navi Mumbai, Mumbai (All Areas)",BigQuery,1
"Thane, Navi Mumbai, Mumbai (All Areas)",Azure,1
"Thane, Navi Mumbai, Mumbai (All Areas)",Airflow,1
"Thane, Navi Mumbai, Mumbai (All Areas)",PostgreSQL,1
Thrissur,SQL,1
Thrissur,APIs,1
Tiruchirapalli,KPI Reporting,1
Tiruchirapalli,SQL,1
Tiruchirapalli(Tiruchirappalli),SQL,1
Tiruchirapalli(Tiruchirappalli),APIs,1
"Trivandrum, Thiruvananthapuram",Machine Learning,1
"Trivandrum, Thiruvananthapuram",Feature Engineering,1
Udaipur,KPI Reporting,1
"Udaipur, Gurugram",SQL,1
"Udaipur, Gurugram",Python,1
Udupi,Java,2
Udupi,SQL,2
Udupi,GCP,1
Udupi,Docker,1
Udupi,Git,1
Udupi,CI/CD,1
Udupi,APIs,1
Udupi,Kafka,1
Udupi,AWS,1
Udupi,Kubernetes,1
"Udupi, Mayiladuthurai, Erode",Python,2
"Udupi, Mayiladuthurai, Erode",APIs,1
"Udupi, Mayiladuthurai, Erode",Agile,1
Vadodara,Git,3
Vadodara,Spark,2
Vadodara,Python,2
Vadodara,SQL,2
Vadodara,Azure,2
Vadodara,Power BI,2
Vadodara,Excel,1
Vadodara,ETL,1
Vadodara,Natural Language Processing,1
Vadodara,Jira,1
Velhe,Kafka,1
Velhe,Scala,1
Velhe,Spark,1
Velhe,Data Warehousing,1
Velhe,ETL,1
Velhe,AWS,1
Vijayapura,AWS,3
Vijayapura,SQL,2
Vijayapura,Java,2
Vijayapura,GCP,2
Vijayapura,Kafka,2
Vijayapura,Azure,1
Vijayapura,Docker,1
Vijayapura,Kubernetes,1
Vijayapura,Spark,1
Vijayapura,Data Warehousing,1
"Warangal, Hyderabad",KPI Reporting,1
"Warangal, Hyderabad",Databricks,1
"Warangal, Hyderabad",Power BI,1
"Warangal, Hyderabad",Azure,1
